用户名,时间,评论内容
fan6380450,2017-04-30T15:12:14.057Z,风景不错，一路走三淅高速。沿途漂亮，景区地理方便快捷，一个不错的一个周末
匿名用户,2017-04-30T14:58:33.400Z,环境真不错，空气质量很好，早晚温差好大。
常建峰2009,2017-04-30T11:40:32.497Z,取票很快，方便快捷，比窗口便宜
匿名用户,2017-04-30T11:35:36.625Z,很美，比较好玩，青山绿水，就是台阶太高
WHp232320348,2017-04-29T13:32:31.419Z,经济便宜实惠啊，非常好玩，不是托。
wSn536057686,2017-04-28T16:43:15.147Z,不知道怎么评论，28号下午去的，到地儿了连个车都没。问了人才知道一天就一班车。开始漂流，嗯，水小，而且并不是很干净，回来皮肤发干，而且痒，更好笑的是飘着飘着背后出来一垃圾桶。要是撞上怎么办，不堪设想。
lyp821126,2017-04-22T14:26:43.237Z,第三次来了，最优惠一次。赞赞赞，美团超赞，门口不能验证，打客户给快快解决了
EOS299247642,2017-04-07T05:02:26.001Z,去的时候下着小雨☔，但景区的风景不错，准备到天气热了过来玩漂流
中国的旺旺,2017-02-12T14:24:47.285Z,挺刺激德，特别是那几个洞，太刺激了
qAN742915791,2017-02-10T05:27:06.524Z,还不错，有一点点冷了，不过不影响
独自7流浪,2017-01-19T08:17:12.076Z,还是不错的！有机会还是要去的！
apK829089639,2017-01-08T03:32:02.183Z,不错，挺好玩的，水流比较大，不用买雨衣，反正都要湿
xy695978092,2017-01-02T10:20:52.799Z,很好的地方，值得一去，有机会下次还去
蒙子姑娘,2016-12-29T08:35:16.624Z,整个漂流还不错就是中间船上的那个坐的松动了 有点磕到
kHS97009696,2016-12-25T11:40:18.776Z,景色很美！瀑布漂亮！夏天去漂流，秋天看红叶！美美美美美美美美！
NrN568266470,2016-12-20T04:24:23.177Z,景区漂流很惊险，价格有点贵，多改进
默默2342,2016-12-13T05:09:13.000Z,我们四个人，还不错，再刺激点会更好，
monkey的大马猴,2016-12-08T10:08:14.000Z,非常好玩 美团比较实惠 大家去体验一下
WyZ357085609,2016-11-30T03:55:26.000Z,还不错，完的挺开心的，评价晚了，很刺激
清清毛毛,2016-11-29T08:21:05.000Z,很方便，而且漂流时间长，很刺激，也比较安全
电话停了,2016-11-27T14:01:03.000Z,帮同事买的，虽然没去过，好评吧
qmS915411409,2016-11-12T17:10:05.000Z,环境一般，服务还可以不错很刺激，
番茄你个鸡蛋007,2016-11-03T12:46:13.000Z,比较繁琐，漂流很不顺畅经常被卡主了
澜乐文化传媒,2016-11-02T04:21:31.000Z,很不错的地方，值得一去，朋友们约起来吧
RWk742729808,2016-11-02T02:06:57.000Z,一般般，服务环境，水质量都一般般，没有想象好
Lz461521,2016-10-27T00:11:08.000Z,玩耍的很美，一直没有评论，现在特意来评论下。不错不错，真的不错。
愚人月光,2016-10-23T01:03:04.000Z,不像个正规的景区，漂流还马马虎虎，哪有什么景点。对这景区门票表示不理解。荒山野岭的，哪有什么景色可言。
sq19890529,2016-10-20T03:37:52.000Z,环境挺好的，就是去的不是时候，漂流好冷！
静静456456,2016-10-13T01:32:10.000Z,还可以吧，挺喜欢的。下次和朋友还会再去的。
vlc654005216,2016-10-12T07:32:00.000Z,捆绑销售，六十元的门票掏的亏。
rEm698755225,2016-10-08T09:12:05.000Z,漂流超级好玩就是时间有点短。夏天还会再去的
XKYHY,2016-10-08T04:05:52.000Z,环境优美。山清水秀。值得大家游玩！
闫鑫.,2016-10-07T09:45:15.000Z,不错实惠，自己开车去很方便，明年再去
謨419,2016-10-07T07:15:26.000Z,还说明年夏天再去漂游，很满意的
wwx800228,2016-10-06T02:20:02.000Z,景色很美，一路上都是山里的花开红艳艳，特别是漂流是特色，下次去漂流！
匿名用户,2016-10-05T02:07:29.000Z,自然风景不错，距离高速口很近，网络门票换票特别方便，也优惠。
紫蔷薇628,2016-10-04T00:27:26.000Z,不错，漂流很好玩，和朋友一起去的，喜欢！
帅帅的丁先生,2016-10-03T03:37:24.000Z,好玩，美，亲朋好友游玩最佳去处！明年还要去
ZF19901104,2016-09-29T14:44:47.000Z,每年都会去玩一次 不能赶到旺季去 人太多
egu468833675,2016-09-29T11:55:21.000Z,带女票去玩的还算开心，景区一般般，票价有点小贵，都是冲着漂流去的
omB193168220,2016-09-22T09:37:35.000Z,总体感觉还行，就是价格有点贵，想多去几次
潘少春,2016-09-22T06:37:23.000Z,服务一般，不过玩的挺爽的，就是水不是太大
匿名用户,2016-09-22T02:12:13.000Z,不错、很喜欢、漂流比尧山好！很刺激！
Cmq787566780,2016-09-20T23:49:17.000Z,很爽，够刺激，推荐你去旅游快去吧
XJ19900520,2016-09-19T08:53:50.000Z,好玩刺激，快吓尿了，我这小胆。夏天去玩一次，那种凉爽，会让人忘记烦恼。重点推荐一下过程中有一个洞子，太特么吓人了，我滴天，敢不敢给点光，牙都快咬碎了我。
匿名用户,2016-09-17T06:08:23.000Z,环境挺好，漂流的路线也比较长，还是很划算的，就是漂流的时候下雨了，正好赶上还没到秋天，真心是快冻死了     自己有车的话最好开车去，路上有比较漂亮的风景还可以停下来好好玩一下，也可拍照，坐旅游大巴估计就没那么方便了
alasse1985,2016-09-17T05:25:24.000Z,如果不能漂流，就不要去了，漂流的水道很棒
Hyj_124,2016-09-16T09:14:01.000Z,不错。去的时候天气不是很热。挺满意的
匿名用户,2016-09-15T03:03:04.000Z,玩着还不错  就是有点贵 够不够字数？
匿名用户,2016-09-10T02:27:36.000Z,"去的时候比较冷了,人不是太多,不过漂流全程还是很好玩的!"
酋长家的大肉肉,2016-09-07T08:23:03.000Z,漂流很不错，但景区的票价收取个人认为不合理，我只漂流却必须买漂流和游览整个景区的票，景区服务真的让人不敢恭维，停车场就是一片杂草丛生的河滩地，停个车还要五元的停车费，不像我们秦岭一号，有优惠不说停车还不收费，去一次就好
云朵！！！,2016-09-06T07:17:13.000Z,不推荐，挺贵的，也没有多好玩，是漂流中最贵的，门票钱比报个团都高
ZmT328747072,2016-09-05T09:16:09.000Z,不错 开了第三次了 很好玩 就是收费项目太多
匿名用户,2016-09-05T09:12:24.000Z,挺不错的 玩的挺愉快的一天 下次还来玩
匿名用户,2016-09-04T09:59:25.000Z,一般没意思，真心没意思的。埃……
air500,2016-09-04T03:17:00.000Z,挺好的，玩的还挺开心，就是河水味儿重
tpZ329816267,2016-09-03T10:51:07.000Z,不需此行，很嗨，就是服务好像有些跟不上，返程车费太贵，不过玩开心就好，期待下来来玩
cpT237618360,2016-09-03T04:34:02.000Z,挺好玩的，比例刺激。玩的挺开心，就是漂流的路程在远点就好了。当天去不是周末，人还不算很多。别赶周末去，
食药安全常抓不懈,2016-09-02T17:03:42.000Z,好玩，不累。漂流有惊无险，三个山洞流域是特色，绝对的惊险刺激！
微弄清妆,2016-09-02T02:49:59.000Z,服务很周到，位置不好找。挺刺激的，就是去的晚了，水有点凉，和朋友一起，玩的很爽，就是有点短
匿名用户,2016-09-02T02:07:56.000Z,总体环境不错，票价有点贵，水质比较差
Y蹦得儿,2016-09-01T09:58:14.000Z,挺好的，帮朋友订的，觉得挺实惠的。下次出去玩还从美团上订。
霸道财神爷爱上我,2016-08-30T04:00:15.000Z,不错。可以。就是有后续消费。水脏。没有尧山的漂流刺激。不过也不错
rr890205,2016-08-30T03:54:46.000Z,好几个人一起去的，玩的很开心，团购比较优惠
AAA漂泊,2016-08-29T07:06:56.000Z,值得体验，就是开始的时间有点晚，刺激的项目少，希望增加刺激的流段。
William妈咪,2016-08-27T11:32:06.000Z,没有拍照，漂流很好玩，明年继续去
苗可乐乐乐,2016-08-27T03:57:50.000Z,值得一去非常不错，下次休息再去玩一下
柚子柚子妞yb,2016-08-27T03:56:51.000Z,不咋样，漂流还可以，但是景区没有什么转的
乖巧的她，新,2016-08-27T01:13:52.000Z,整体还不错，比如果许多的漂流都要安全，值得推荐，不过大家最好穿雨衣，不然身上会湿！
yq20678194,2016-08-27T00:55:38.000Z,我从西安过去的，建议九点出发，三个小时左右到达，中午12点到下午16点漂流时间，玩的很不错，打水仗，带好换的干衣服，带上水枪🔫，还有泼水装备。玩完下午就可以返回西安了。住宿很便宜，标间，三人间80元。但是吃饭很贵，一盘土豆丝36大洋，其它菜自己想象吧！
闫潇尹888,2016-08-26T15:16:17.000Z,不错好玩！时间挺长的值得去一次！下次还会去
草莓小礼物,2016-08-25T15:32:52.000Z,感觉不错，玩的很愉快下次再去玩吧
KaI762468899,2016-08-25T15:07:47.000Z,不错不错，值得一去，漂流真心给力，风景还行。
狂野公子,2016-08-24T15:35:24.000Z,好环境，挺刺激的！还要去呢！环境可以
匿名用户,2016-08-24T04:35:42.000Z,玩的开心，真的不错，和朋友们在一起，明年还要来！
pCW685207889,2016-08-23T15:06:02.000Z,豫西大峡谷漂流设施齐全，环境不错，服务也好，玩的高兴！
崤山余脉,2016-08-23T08:27:05.000Z,很好。漂流很刺激。虽然很热，但是大家玩的很开心。
nRe626374108,2016-08-23T03:26:20.000Z,好玩好玩！去年都晒伤了。还好今年都带好了防晒装备，不过下雨了，但照样很刺激！
清御Tattoo刺青,2016-08-22T15:05:33.000Z,非常好玩！值得一去 下次还会来！
暖阳美美哒,2016-08-21T15:46:00.000Z,还不错，住在农家院，吃住都不贵，景色一般，漂流还是很好玩的。不过去景区是晚上，路上有团雾，这个要小心，景区还是不错的，最好多带一身衣服，漂流完是全湿
彤彤0524,2016-08-21T10:35:56.000Z,豫西大峡谷!家人一起来玩的!景区环境优美!风景秀丽!老人孩子逛着也不累!
EWW145216668,2016-08-21T09:28:07.000Z,服务专业，出票快捷，环境优美，需要提前一天预约！
ZgJ753647026,2016-08-21T07:53:15.000Z,这个太短。暑假去了两次。希望可以加长
只想简简单单33,2016-08-21T05:57:36.000Z,不错，一次愉快的旅行。下次介绍其他人去
扯淡的承诺123,2016-08-21T04:39:07.000Z,还不错！就是除了漂流，就没啥玩的了
jokerjun,2016-08-21T04:24:34.000Z,还不错，就是人有点多，应该晚一点下去
oh_yeah521,2016-08-21T03:30:51.000Z,换票比较顺利，漂流比较刺激，环境也不错
匿名用户,2016-08-20T10:18:09.000Z,服务很好，验票很快。漂流虽贵，但很好玩。
匿名用户,2016-08-20T10:07:09.000Z,很好玩，水不是很凉，黑洞那段最爽！
匿名用户,2016-08-20T10:02:26.000Z,很好玩，水不是冰凉的那种，孩子也玩的很兴奋。景区门口的服务很好，速度很快，漂流那里人多，就慢点，总体很好
xNT297732704,2016-08-20T09:36:22.000Z,要漂流去可以，如果是看景色也没什么特别好看的，就是沿着漂流河道走了一大圈。
匿名用户,2016-08-20T08:00:59.000Z,漂流很好，风景也很好，特意来这里游玩，期待下一次。
vv熊妈妈,2016-08-20T07:57:06.000Z,里面漂流很好玩，值得一玩，可以先不坐缆车，等到12点漂流开始再来玩可以晚点起。漂流完在走回来刚好游览一下路线。可以省10缆车和30大巴钱哦。
ZOd217626311,2016-08-20T07:32:48.000Z,玩的当天水特别浑，漂流过程很刺激，不过路线有点短
Icv446818042,2016-08-20T04:48:09.000Z,作为漂流  感觉还是有点儿贵  仅门票就200  不太划算
cicixiao霞,2016-08-20T03:46:34.000Z,景点景色一般，漂流很刺激，值得一去。
匿名用户,2016-08-20T03:38:17.000Z,真是不想说了，进门司机还要买票，进去就是一个破村子，除了漂流根本没什么玩，票价还那么贵，连一点风景都没有，漂流水还脏，根本没什么好玩，原计划两天的行程两个小时就玩完了，这破景区也是没谁了。
gpd439258337,2016-08-20T01:44:56.000Z,很好玩，以后还会的，也很刺激，
wangyj8888,2016-08-19T15:19:51.000Z,山里景美，设施全，我们先爬的山后漂流
daoshangcao,2016-08-19T12:35:44.000Z,只有漂流好玩，别的算了吧，只适合开车去或者抱团……大门离景区十万八千里……也没有到的公交车
