用户名,时间,评论内容
gdj123829875,2015/11/9,啥也不说了，迟到的评论？不亏是豫西第一大峡谷
匿名用户,2015/7/30,"漂流确实刺激好玩，我还学会了划船，就是漂流的时候会有人给你浇水，如果你不小心漂到那些人跟前走不了，他会整瓢水给你往头上浇，一瓢又一瓢……一般游泳的地方都是自带洗 <span class=""feedbackmore"">澡的，而豫西大峡谷这么贵的票，洗澡居然还要钱。坐大巴车返回要30元太贵了，其实大家可以走回去，顺便可以弥补漂流时候没有拍照的遗憾，还能看看风景，既省钱又养眼，何乐而不为呢！ <i class=""text-icon icon-toggle-arrow"">"
JsZ149972144,2015/11/6,很不错，每年都去，工作人员很尽职尽责，给赞
发财妹妹523,2015/11/1,挺好玩的，就是水有点脏，人工的也没办法
UDl800756615,2015/7/28,"漂流非常好玩，很刺激，全程一共有三个洞子，在洞子里最惊险！全身都湿透了，去时一定要带上水枪，在这其中不管认不认识都疯狂泼水。周二去的人也很少，景区各方面考虑的很 <span class=""feedbackmore"">周到，近视的还发个线绳，绑住眼镜防止掉，漂流水道旁边的步行道都在树下，建议早上早点去，比较凉快，穿上凉鞋。 <i class=""text-icon icon-toggle-arrow"">"
jeney00,2015/8/31,设施完善，玩的太刺激啦，每年来一次，都想，以后带家人朋友一块来，休闲娱乐，特别爽，就是团购能在能在周六日用就更好啦，
LhT532360048,2015/8/16,"两个月来了两次 基本一个月都要来一回，第一次来的时候有点害怕，太刺激了，但第二次来的时候觉得很尽兴，一点也不害怕，很喜欢来漂流，就是下次要穿个防晒衣，实在太晒了 <span class=""feedbackmore"">，人很多大家漂流过程中都互帮互助，很喜欢 以后还会来! <i class=""text-icon icon-toggle-arrow"">"
丫头170021,2015/7/26,"团购比在景点售票便宜了将近70元，很划算..跟着第一批漂流，人很多，大家打水仗，有时候石头卡住了互相帮助推推船，很有爱.漂到下游的时候下了会阵雨，有点小怕怕，我 <span class=""feedbackmore"">不喜欢晒太阳，天气刚刚好.漂流后，顺着景点路线走回来的，一路景色很美，愉快的一次旅途. <i class=""text-icon icon-toggle-arrow"">"
李军胜228521,2015/9/2,"我们去的时候人还少一点，早去最好，总的来说还是不错的。这里不是路跳楼价了Rom 米奎哦哦了兔子就如同，，你可呼吸呢图片抠图，莫如我好也举行会谈后举行的痛咯同图片 <span class=""feedbackmore"">啦哦漏途中，建立起来假如我哭得到的东西太好啦！ <i class=""text-icon icon-toggle-arrow"">"
半只狐狸ig,2015/9/17,太刺激了，物超所值，就是售票这块需要改进，上万人的客流量仅三个售票窗口，全浪费在排队上面了
稻叶洵37,2015/8/9,"用团购方便的，到了大门口直接验证，然后给一张收据，到漂流售票处凭收据换取漂流票，不过除了漂流这里的每一项都是要另外收费的，停车费是一辆车10块钱，漂流时候每人要 <span class=""feedbackmore"">交60押金，如果用柜子一次10圆，洗澡一次10圆，座交通工具一次30圆，最后统一从押金里扣除，而且如果是周六日来还要多交40这样算下来其实比原价便宜不了几块钱，确实也没什么优惠可言。再说说漂流环境，整个漂流路线还是比较好玩的，我们是早上10点一开始就进的，所以里面人还是比较少的，也不拥挤，但是水确确实实是有点脏啊！船里面都是点树枝树叶还有乱七八糟的脏东西，希望工作人员能把船里面的脏东西清一清。 <i class=""text-icon icon-toggle-arrow"">"
csK553873739,2015/8/9,"当时去的比较早，等了一会就开漂了。还是比较惊险刺激的，我们一行去了6 个人，还以为必须得要 双数才可以，去的时候才看见还有3 个人一船，所以不用有人数限制的啦！ <span class=""feedbackmore"">过洞子的时候还是非常刺激的，龙洞里面的落差还是非常大的！ <i class=""text-icon icon-toggle-arrow"">"
匿名用户,2015/7/30,"地方很好找，走高速的话有很明显的标志。卢氏比城市里面要凉快的多，不过漂流的时候比较晒。漂流中午十二点开始，刚开始人会比较多，需要排队，人多可以一起玩水，很有意思 <span class=""feedbackmore"">，不想排队可以晚一些去，下午四点半结束，晚上还有晚会，挺不错的，卫生有待提高。 <i class=""text-icon icon-toggle-arrow"">"
史二啲花花,2015/10/24,很惊险很自己玩得很开心地地方超级凉快
阿鱼酱呀,2015/10/24,超级超级超级棒很好玩 就是去的时候下雨了
吴美,2015/11/9,超级好，而且很刺激，现在这个时候去应该有点冷
匿名用户,2015/7/22,"这里的景色真美啊我们一行四人早上八九点钟出发到豫大峡谷时已经十一点多，然后我们先吃饭，吃完了饭稍微休息一下，领取门票后，我们换上装备，走橡皮艇开始出发，一路上我 <span class=""feedbackmore"">们欢声笑语，互相打闹真是太快乐啦不过全身湿透了的水，我觉得本次理由真是物超所值欢迎大家都来啊！ <i class=""text-icon icon-toggle-arrow"">"
flyyingha0912,2015/10/22,这次陪家人去的，他们都说玩的很好，明年我也要加入进去！
幸福666666666666,2015/10/11,漂流很过瘾，刺激，尤其是过黑洞那一关，简直有点恐怖了，出来后才感觉太好玩了，推荐！！！
轻妙曼舞小黑裙,2015/7/22,"漂流很好玩，一行十人特别好玩，但是，但是，服务真的是无语，一直没有人，什么都要自己去问，停车要钱，用柜子要钱，还不负责安全，漂流完了，冲个澡也要钱，去水上乐园都 <span class=""feedbackmore"">是冲澡免费，这个好无语，排队领票好多人插队，也给票，让这些老老实实排队的人很是无语，总之不会去第二次了 <i class=""text-icon icon-toggle-arrow"">"
q5343,2015/7/31,"很有意义的一次旅游，漂流刺激太好玩了。水流急的地方有工作人员在那照顾。到最下边人太多啦！船根本就到不了岸边。还是一个翻到另一个上岸的。总体来说差不多吧！很值得。 <span class=""feedbackmore"">尤其到那水流不急的地方和陌生人在那打水仗那叫一个爽。天下漂流，爽在豫西。 <i class=""text-icon icon-toggle-arrow"">"
XYF130314,2015/10/22,可以本人非常懒不想说太多。就是有点贵
flyyingha0912,2015/11/9,很不错！带着孩子去的，凉快很舒服！
rDJ490300513,2015/8/24,"漂的还可以，就是太坑人，买了票，给个手牌还要收10块，洗个澡再收10块，用个放衣服的柜子还要收10块，是不是太坑人。还有本来漂流170块，去漂流要进什么景区还要 <span class=""feedbackmore"">再收60块，总之觉得很宰人。大家去之前了解一下吧。我们去了7个人，多花了很多钱。 <i class=""text-icon icon-toggle-arrow"">"
臧豆宝,2015/7/24,"很棒的，玩得超级嗨皮，每个点都特别喜欢，和老爸老妈小妹一块，分俩个艇坐，很刺激的，第一次漂流，以后还会再来的，在美团上面很划算的，漂流时有人给拍照，可惜没看到， <span class=""feedbackmore"">要是看到的话，一定会摆个美美的pose，全家人玩过之后都说一级棒 <i class=""text-icon icon-toggle-arrow"">"
匿名用户,2015/7/17,环境上可以，这是第二次去了，比前几年改善了很多，道路也好了很多，农家院也很干净，饭菜味道也很好，（我去是20号农家院），去了二次全是去漂流了，漂流真是爽呀！风景都没细看！万只荧火虫放飞，个人感觉一般。
vivo一梦想一生活,2015/10/20,玩着很欢实，很惊险很刺激，太嗨了
lhmdmt8137,2015/11/9,挺好玩的，我们去了七八个人，整个漂流下来两个多小时，刺激，好玩！以后还要去
美团北京1949,2015/9/14,"整体服务很不错，就是有点远了，不过全程高速，很方便去，只有下午才开放，玩的不是很过瘾，整个流程确实有点快了，不过还是很值得去的地方，推荐大家夏天有时间的话值得一 <span class=""feedbackmore"">去，记得带上换的衣服，玩下来全湿了，得及时换。 <i class=""text-icon icon-toggle-arrow"">"
zhang802140,2015/10/7,地方挺好玩的！就是什么都收费！别的漂流就收一次漂流的钱，这地方进门要钱！漂流要钱！坐车要钱！洗澡也要钱！
flN167361573,2015/11/9,太爽了和妈妈一起去的 一个多小时玩完还想玩
哆啦and梦,2015/7/27,"超级刺激，互相玩水加上漂流时间差不多两个多小时，很刺激，去的那天也不太晒，蛮开心的旅行。周边住的地方也不是很贵，环境也不错，自驾游的可以考虑带个烤肉炉子，晚上还 <span class=""feedbackmore"">有萤火虫原创音乐节。以后有机会还会去玩的。 <i class=""text-icon icon-toggle-arrow"">"
Uce188234487,2015/10/18,还可以，觉得挺好的，值得去一次。
AwE750857448,2015/8/21,非常的刺激，好玩，美团购票便宜了很多，划算。
qQi12531687,2015/7/25,"很刺激的漂流，就是感觉团购还可以，如果买票就有点不划算了，觉得60的门票基本没有用，感觉应该调整一下收费政策，只收取漂流的钱应该就可以了吧，因为除了漂流也没有什 <span class=""feedbackmore"">么景点可以转了，团购的不错，值得推荐，很惊险 <i class=""text-icon icon-toggle-arrow"">"
ZHb250897437,2015/10/1,挺好的，但是刚下坡就翻了，之后全是恐惧，自己感觉还是很危险的，小孩老人还是别玩，太刺激了，服务挺好的！
匿名用户,2015/8/24,我们到这里玩漂流，真的觉得很刺激，很快乐，下次还要来哦！
Ojw30717623,2015/11/9,已经是第二次去了什么都好就是饭又贵又不好吃
匿名用户,2015/7/22,"这里的景色真美，漂亮，漂流也特别的浪漫，刺激，欢迎大家都来漂流。这里的景色太美啦，我们来的比较早，当时还没有很多人，我们以为这里非常的冷淡，但是我们错了，不一会 <span class=""feedbackmore"">儿，人越来越多，我们坐小船，互相碰撞嬉闹，真是快乐啊 <i class=""text-icon icon-toggle-arrow"">"
一身迷彩情,2015/10/15,好玩，惊现刺激。值得一去，非常好
bnl262182399,2015/10/15,非常刺激，非常好，就是不错，吃饭吃不管
匿名用户,2015/10/12,超刺激缓解压力放松心情就去这。
陈情令羡羡,2015/8/20,"【每2秒卖出一瓶】大名鼎鼎的世界热销润肤乳倩碧""小黄油""——口碑与实力的奇迹融合！无油腻保湿配方，拯救夏日“大油田”！肌肤喝饱了水，清爽润泽的脸蛋萌萌哒~奢华享 <span class=""feedbackmore"">受，温柔呵护！【每2秒卖出一瓶】大名鼎鼎的世界热销润肤乳倩碧""小黄油""——口碑与实力的奇迹融合！无油腻保湿配方，拯救夏日“大油田”！肌肤喝饱了水，清爽润泽的脸蛋萌萌哒~奢华享受，温柔呵护！ <i class=""text-icon icon-toggle-arrow"">"
也許丶我不懂,2015/10/11,价格便宜了不少！不过还是贵！不过值得一去
此生应恣意,2015/10/9,挺好的，风景美丽，人没山美，哈
句点o,2015/10/8,听说还不错，嘿嘿……有机会我也去玩儿
此生应恣意,2015/10/9,不错，挺好玩的，真心推荐，山美
金鱼爱帕尼,2015/8/26,"真的是我玩过最好玩的了，听玉玺大峡谷很著名就来了，果然没来错，虽然很晒，但是在水里很舒服，全身湿透十分刺激，一点都不无聊，还设有两个全黑的山洞，十分惊险有趣，两 <span class=""feedbackmore"">人共划一船十分合理，虽然会累会晒，但是十分爽！ <i class=""text-icon icon-toggle-arrow"">"
wBM500305524,2015/8/3,"漂流时包都存了，所以没办法上图了。开始评价:1、漂流真的很刺激，很好玩，是我玩过省内所有漂流中比较刺激的，水大，水质好，河道设置弯延崎岖，滑道，山洞，让大家意犹 <span class=""feedbackmore"">未尽。2、存物品的柜子还需要付10块钱有点过分了，返程车30元，真心有点贵。3、如果自己坐车去的话会很麻烦，因为从国道到景区还有很远很远的距离。希望能对大家有所帮助。还有最重要一点，一定要提前一天订哦~ <i class=""text-icon icon-toggle-arrow"">"
